ChEMBLID,Name,Synonyms,Type,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,Polar Surface Area,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX Acidic pKa,CX Basic pKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA (Lipinski),HBD (Lipinski),#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Molecular Species,Molecular Formula,Smiles,Inchi Key
CHEMBL64677,DOXEFAZEPAM,DOXEFAZEPAM|SAS-643,Small molecule,0,348.76,2,4,1.97,73.13,4,2,0,3,N,0.89,10.67,None,2.24,2.24,2,MOL,0,24,5,2,0,348.0677,NEUTRAL,C17H14ClFN2O3,O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO,VOJLELRQLPENHL-UHFFFAOYSA-N
CHEMBL2107448,LOPRAZOLAM,"LOPRAZOLAM|TRIAZULENONE|TRIAZULENONE, (Z)-|TRIAZULENONE, (Z)-ISOMER",Small molecule,0,464.91,2,10,2.93,94.65,7,0,0,3,N,0.4,None,7.66,2.68,2.23,2,MOL,0,33,9,0,0,464.1364,NEUTRAL,C23H21ClN6O3,CN1CCN(/C=C2\N=C3CN=C(c4ccccc4Cl)c4cc([N+](=O)[O-])ccc4N3C2=O)CC1,UTEFBSAVJNEPTR-RGEXLXHISA-N
CHEMBL86304,MOCLOBEMIDE,AURORIX|GNF-PF-695|MANERIX|MOCLOBEMIDE|RO 11-1163/000|RO-111163000,Small molecule,4,268.74,155,890,1.4,41.57,3,1,0,4,N,0.9,None,6.02,1.45,1.43,1,MOL,0,18,4,1,0,268.0979,NEUTRAL,C13H17ClN2O2,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,YHXISWVBGDMDLQ-UHFFFAOYSA-N
CHEMBL2364639,VALBENAZINE,MT-5199|NBI-98854|VALBENAZINE,Small molecule,4,418.58,,,3.56,74.02,6,1,0,7,N,0.68,None,8.41,3.65,2.3,1,MOL,0,30,6,2,0,418.2832,NEUTRAL,C24H38N2O4,COc1cc2c(cc1OC)[C@H]1C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN1CC2,GEJDGVNQKABXKG-CFKGEZKQSA-N
CHEMBL6437,MIANSERIN,J16.389I|MIANSERIN|TOLVON,Small molecule,4,264.37,188,928,3.08,6.48,2,0,0,0,N,0.72,None,6.92,3.83,3.71,2,MOL,0,20,2,0,0,264.1626,NEUTRAL,C18H20N2,CN1CCN2c3ccccc3Cc3ccccc3C2C1,UEQUQVLFIPOEMF-UHFFFAOYSA-N
CHEMBL13280,FLUNITRAZEPAM,FLUNITRAZEPAM|N05CD03|RO 5-4200|RO-5-4200|RO-54200|Rohypnol,Small molecule,4,313.29,25,89,2.55,75.81,4,0,0,2,N,0.63,None,1.72,2.55,2.55,2,MOL,0,23,6,0,0,313.0863,NEUTRAL,C16H12FN3O3,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,PPTYJKAXVCCBDU-UHFFFAOYSA-N
CHEMBL468837,HEPTABARBITAL,HEPTABARB|HEPTABARBITAL|HEPTABARBITONE|Heptabarbital,Small molecule,0,250.3,1,1,1.64,75.27,3,2,0,2,N,0.58,7.14,None,1.91,1.47,0,MOL,0,18,5,2,0,250.1317,NEUTRAL,C13H18N2O3,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,PAZQYDJGLKSCSI-UHFFFAOYSA-N
CHEMBL1201210,PROPIOMAZINE,CB 1678|CB-1678|Dorevan|Dorevane|Indorm|Largon|PROPIOMAZINE|Propavan|WY-1359,Small molecule,4,340.49,1,1,4.83,23.55,4,0,0,5,N,0.73,None,8.32,4.55,3.58,2,MOL,0,24,3,0,0,340.1609,NEUTRAL,C20H24N2OS,CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,UVOIBTBFPOZKGP-UHFFFAOYSA-N
CHEMBL54976,TRYPTOPHAN,"GPPE PDR SACH|L-TRYPTOPHAN|NSC-13119|OPTIMAX|OPTIMAX WV|PACITRON|TRYPTOPHAN|TRYPTOPHAN ((-),L,S)|TRYPTOPHAN, L-|TRYTOPHAN-",Small molecule,4,204.23,87,296,1.12,79.11,2,3,0,3,N,0.7,2.54,9.4,-1.09,-1.09,2,MOL,0,15,4,4,0,204.0899,ZWITTERION,C11H12N2O2,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,QIVBCDIJIAJPQS-VIFPVBQESA-N
CHEMBL422,TRIFLUOPERAZINE,AMYLOZINE|APO-TRIFLUOPERAZINE|FLURAZINE|NSC-17474|NSC-46061|RP-7623|STELAZINE|STELAZINE FTE|TRIFLUOPERAZINE|Trifluoperazine,Small molecule,4,407.51,230,710,4.95,9.72,4,0,0,4,N,0.71,None,7.99,4.66,3.97,2,MOL,0,28,3,0,0,407.1643,NEUTRAL,C21H24F3N3S,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,ZEWQUBUPAILYHI-UHFFFAOYSA-N
CHEMBL54661,FLUPENTIXOL,FLUPENTHIXOL|FLUPENTIXOL|LC 44|LC-44|N-7009,Small molecule,3,434.53,53,139,4.6,26.71,4,1,0,5,N,0.63,None,8.03,4.5,3.78,2,MOL,0,30,3,1,0,434.164,NEUTRAL,C23H25F3N2OS,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,NJMYODHXAKYRHW-DVZOWYKESA-N
CHEMBL1508,ESCITALOPRAM,CIPRALEX|ESCITALOPRAM|ESERTIA|ESITOL|Escitalopram|LU-26-054,Small molecule,4,324.4,27,101,3.81,36.26,3,0,0,5,N,0.84,None,9.78,3.76,1.41,2,MOL,0,24,3,0,0,324.1638,BASE,C20H21FN2O,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,WSEQXVZVJXJVFP-FQEVSTJZSA-N
CHEMBL1628227,DOXEPIN,DOXEPIN|Doxepin|P-3693A|SINEPIN|SINEQUAN|Zonalon,Small molecule,4,279.38,133,1921,3.96,12.47,2,0,0,3,N,0.84,None,9.76,3.84,1.51,2,MOL,0,21,2,0,0,279.1623,BASE,C19H21NO,CN(C)CCC=C1c2ccccc2COc2ccccc21,ODQWQRRAPPTVAG-UHFFFAOYSA-N
CHEMBL162036,BENORILATE,BENORILATE|BENORYLATE|Benoral|FENASPRATE|TRIADOL|WIN 11450|WIN-11450,Small molecule,4,313.31,11,38,2.79,81.7,5,1,0,4,N,0.69,None,None,2.48,2.48,2,MOL,0,23,6,1,0,313.095,NEUTRAL,C17H15NO5,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,FEJKLNWAOXSSNR-UHFFFAOYSA-N
CHEMBL2104932,FLUMEDROXONE,FLUMEDROXONE|WG 537 [AS ACETATE],Small molecule,0,398.46,,,4.63,54.37,3,1,0,1,N,0.7,12.7,None,3.97,3.97,0,MOL,0,28,3,1,0,398.2069,NEUTRAL,C22H29F3O3,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C(F)(F)F)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,CDZJOBWKHSYNMO-SCUQKFFVSA-N
CHEMBL370805,COCAINE,(R)-(-)-COCAINE|BENZOYLMETHYLECGONINE|COCAINE|COCAINUM|IDS-NC-004|NEUROCAINE|RX-0041|RX0041,Small molecule,4,303.36,40,804,1.87,55.84,5,0,0,3,N,0.8,None,8.85,2.28,0.82,1,MOL,0,22,5,0,0,303.1471,BASE,C17H21NO4,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,ZPUCINDJVBIVPJ-LJISPDSOSA-N
CHEMBL887,RASAGILINE,AGN-1135|Azilect|NSC-759639|RASAGILINE|TV-1030,Small molecule,4,171.24,23,218,1.9,12.03,1,1,0,2,Y,0.67,None,8.4,2.3,1.27,1,MOL,0,13,1,1,0,171.1048,NEUTRAL,C12H13N,C#CCN[C@@H]1CCc2ccccc21,RUOKEQAAGRXIBM-GFCCVEGCSA-N
CHEMBL1595,DIHYDROCODEINE,".ALPHA.-HYDROCODOL|8,14-DIHYDRONEOPINE|CODHYDRINE|DEHACODIN|DH-CODEINE|DIHYDROCODEINE|Dihydrocodeine|IDS-ND-008(SECT.2)|NOVICONDIN|NSC-231319|RAPACODIN|REMEDACEN",Small molecule,4,301.39,26,31,1.73,41.93,4,1,0,1,N,0.86,None,9.33,1.55,-0.38,1,MOL,0,22,4,1,0,301.1678,BASE,C18H23NO3,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,RBOXVHNMENFORY-DNJOTXNNSA-N
CHEMBL1621,PALIPERIDONE,"9-HYDROXYRISPERIDONE|Invega|NSC-759623|PALIPERIDONE|R-76477|RISPERIDONE IMPURITY, 9-HYDROXYRISPERIDONE-|RO-76477|RO76477|TREVICTA|XEPLION",Small molecule,4,426.49,30,82,3.08,84.39,7,1,0,4,N,0.69,13.74,8.76,1.76,0.38,3,MOL,0,31,7,1,0,426.2067,BASE,C23H27FN4O3,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,PMXMIIMHBWHSKN-UHFFFAOYSA-N
CHEMBL1192517,BIFEMELANE,BIFEMELANE|BIFEMELANE HYDROCHLORIDE,Small molecule,0,269.39,23,53,3.66,21.26,2,1,0,8,N,0.74,None,10.54,4.12,1.23,2,MOL,0,20,2,1,0,269.178,BASE,C18H23NO,CNCCCCOc1ccccc1Cc1ccccc1,QSQQPMHPCBLLGX-UHFFFAOYSA-N
CHEMBL431770,ISTRADEFYLLINE,ISTRADEFYLLINE|KW-6002|NOURIANZ|NOURIAST,Small molecule,4,384.44,25,128,2.12,80.28,8,0,0,6,N,0.65,None,None,2.42,2.42,3,MOL,0,28,8,0,0,384.1798,NEUTRAL,C20H24N4O4,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,IQVRBWUUXZMOPW-PKNBQFBNSA-N
CHEMBL697,METHSUXIMIDE,Celontin|MESUXIMIDE|METHSUXIMIDE|Methsuximide|NSC-760075,Small molecule,4,203.24,7,54,1.33,37.38,2,0,0,1,Y,0.65,None,None,1.46,1.46,1,MOL,0,15,3,0,0,203.0946,NEUTRAL,C12H13NO2,CN1C(=O)CC(C)(c2ccccc2)C1=O,AJXPJJZHWIXJCJ-UHFFFAOYSA-N
CHEMBL14060,PHENOL,"2-ALLPHENOL|CARBOLIC ACID|CARBOLICUM ACIDUM|CHLORASEPTIC|ENT-1814|LIQUEFIED PHENOL|LIQUIFIED PHENOL|NSC-36808|PHENIC ACID|PHENOL|PHENOL, LIQUEFIED|PHENOL, LIQUIFIED|PHENOL,LIQUIFIED|PHENYLIC ALCOHOL|Phenol|S.B. WARD|SALICYLIC ACID RELATED COMPOUND C",Small molecule,4,94.11,162,513,1.39,20.23,1,1,0,0,Y,0.51,10.02,None,1.67,1.67,1,MOL,0,7,1,1,0,94.0419,NEUTRAL,C6H6O,Oc1ccccc1,ISWSIDIOOBJBQZ-UHFFFAOYSA-N
CHEMBL297302,BENPERIDOL,ANQUIL|BENPERIDOL|BENQUIL|MCN-JR-4584|NSC-170982|R-4584,Small molecule,4,381.45,26,61,4.18,58.36,5,1,0,6,N,0.65,12.66,8.53,3.79,2.63,3,MOL,0,28,5,1,0,381.1853,BASE,C22H24FN3O2,O=C(CCCN1CCC(n2c(O)nc3ccccc32)CC1)c1ccc(F)cc1,FEBOTPHFXYHVPL-UHFFFAOYSA-N
CHEMBL450,METHARBITAL,ENDIEMAL|Gemonil|METHARBITAL|METHARBITAL CIII|METHARBITONE|Metharbital|NSC-27156,Small molecule,4,198.22,9,18,0.5,66.48,3,1,0,2,N,0.66,7.75,None,0.94,0.78,0,MOL,0,14,5,1,0,198.1004,NEUTRAL,C9H14N2O3,CCC1(CC)C(=O)NC(=O)N(C)C1=O,FWJKNZONDWOGMI-UHFFFAOYSA-N
CHEMBL45029,MEPHOBARBITAL,ENPHENEMAL|ISONAL|MEPHOBARBITAL|MEPHOBARBITAL CIV|METHYLPHENOBARBITAL|METHYLPHENOBARBITONE|METYLFENEMAL|Mebaral|Menta-Bal|Mephobarbital|PHEMETONE|PROMINAL,Small molecule,4,246.27,10,37,1.04,66.48,3,1,0,2,N,0.79,7.4,None,1.63,1.33,1,MOL,0,18,5,1,0,246.1004,NEUTRAL,C13H14N2O3,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,ALARQZQTBTVLJV-UHFFFAOYSA-N
CHEMBL861,MEPHENYTOIN,MEPHENYTOIN|METHOIN|Mesantoin|NSC-34652,Small molecule,4,218.26,33,59,1.47,49.41,2,1,0,2,Y,0.76,11.09,None,1.67,1.67,1,MOL,0,16,4,1,0,218.1055,NEUTRAL,C12H14N2O2,CCC1(c2ccccc2)NC(=O)N(C)C1=O,GMHKMTDVRCWUDX-UHFFFAOYSA-N
CHEMBL3275586,DIXYRAZINE,DIXYRAZINE|DYXIRAZINE|ESUCOS|J21.394B|UCB-3412,Small molecule,0,427.61,3,5,3.55,39.18,6,1,0,9,N,0.62,None,7.87,3.52,2.93,2,MOL,0,30,5,1,0,427.2293,NEUTRAL,C24H33N3O2S,CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21,MSYUMPGNGDNTIQ-UHFFFAOYSA-N
CHEMBL970,HALAZEPAM,HALAZEPAM|HALAZEPAM CIV|Paxipam|SCH 12041|SCH-12041,Small molecule,4,352.74,24,42,4.09,32.67,2,0,0,2,N,0.8,None,2.33,4.03,4.03,2,MOL,0,24,3,0,0,352.059,NEUTRAL,C17H12ClF3N2O,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,WYCLKVQLVUQKNZ-UHFFFAOYSA-N
CHEMBL1177,PEMOLINE,AZOKSODON|AZOXODON|AZOXODONE|CENTRAMIN|Cylert|DANTROMIN|DELTAMIN|DELTAMINE|FENOXAZOL|HYTON|HYTON ASA|KETHAMED|LA-956|NITAN|NSC-169499|NSC-25159|OKODON|PEMOLIN|PEMOLINE|PHENIMINOOXAZOLIDINONE|PHENOXAZOLE|PHENYLISOHYDANTOIN|PHENYLPSEUDOHYDANTOIN|PIOXOL|PONDEX|RONYL|SIGMADYN|SISTRA|STIMUL|STIMULOL|TRADON|TRADONE|VOLITAL|YH-1,Small molecule,4,176.18,123,2206,0.6,64.68,3,1,0,1,N,0.68,None,None,0.8,0.8,1,MOL,0,13,4,2,0,176.0586,NEUTRAL,C9H8N2O2,NC1=NC(=O)C(c2ccccc2)O1,NRNCYVBFPDDJNE-UHFFFAOYSA-N
CHEMBL14370,REBOXETINE,EDRONAX|REBOXETINE,Small molecule,4,313.4,23,71,3.19,39.72,4,1,0,6,N,0.89,None,7.91,3.28,2.65,2,MOL,0,23,4,1,0,313.1678,NEUTRAL,C19H23NO3,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,CBQGYUDMJHNJBX-UHFFFAOYSA-N
CHEMBL641,ATOMOXETINE,ATOMOXETINE|Atomoxetine|Strattera,Small molecule,4,255.36,40,163,3.72,21.26,2,1,0,6,N,0.85,None,9.8,3.81,1.46,2,MOL,0,19,2,1,0,255.1623,BASE,C17H21NO,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,VHGCDTVCOLNTBX-QGZVFWFLSA-N
CHEMBL1201776,TAPENTADOL,BN 200 (BASE)|BN-200|CG-5503|CG5503|CG5503 (BASE)|CG5503 IR|NSC-759619|TAPENTADOL,Small molecule,4,221.34,7,26,3.08,23.47,2,1,0,5,N,0.83,10.28,9.6,2.96,1.07,1,MOL,0,16,2,1,0,221.178,BASE,C14H23NO,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,KWTWDQCKEHXFFR-SMDDNHRTSA-N
CHEMBL1983350,STIRIPENTOL,BCX 2600|BCX-2600|DIACOMIT|STIRIPENTOL,Small molecule,4,234.29,16,44,2.84,38.69,3,1,0,2,Y,0.85,None,None,3.12,3.12,1,MOL,0,17,3,1,0,234.1256,NEUTRAL,C14H18O3,CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2,IBLNKMRFIPWSOY-FNORWQNLSA-N
CHEMBL2105581,VERALIPRIDE,AGRADIL|AGREAL|VERALIPRIDE,Small molecule,4,383.47,,,0.73,110.96,6,2,0,8,N,0.64,10.06,7.77,0.55,0.03,1,MOL,0,26,8,3,0,383.1515,NEUTRAL,C17H25N3O5S,C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,RYJXBGGBZJGVQF-UHFFFAOYSA-N
CHEMBL439849,VILAZODONE,EMD 515259|EMD-515259|EMD-68-843|VILAZODONE,Small molecule,4,441.54,29,49,4.03,102.29,5,2,0,7,N,0.42,None,8.6,3.72,2.49,4,MOL,0,33,7,3,0,441.2165,BASE,C26H27N5O2,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,SGEGOXDYSFKCPT-UHFFFAOYSA-N
CHEMBL70418,CLOBAZAM,CLOBAZAM|COLBAZAM|FRISIUM|H 4723|H-4723|HR 376|HR-376|LM 2717|LM-2717|MYSTAN|NSC-336279|ONFI|PERIZAM|SYMPAZAN|TAPCLOB|URBADAN|Urbanyl,Small molecule,4,300.75,13,58,3.37,40.62,2,0,0,1,N,0.76,5.82,None,2.55,0.97,2,MOL,0,21,4,0,0,300.0666,ACID,C16H13ClN2O2,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,CXOXHMZGEKVPMT-UHFFFAOYSA-N
CHEMBL3707390,MEBICAR,"ADAPTOL|GLYCOLURIL, 1,3,4,6-TETRAMETHYL-|MEBIKAR|TEMGICOLURIL|TETRAMETHYLGLYCOLURIL",Small molecule,0,198.23,2,7,-0.37,47.1,2,0,0,0,Y,0.53,None,None,-0.8,-0.8,0,MOL,0,14,6,0,0,198.1117,NEUTRAL,C8H14N4O2,CN1C(=O)N(C)C2C1N(C)C(=O)N2C,XIUUSFJTJXFNGH-UHFFFAOYSA-N
CHEMBL46399,PHENAZOCINE,IDS-NP-008|PHENAZOCINE|PHENETHYLAZOCINE|PHENOBENZORPHAN,Small molecule,4,321.46,6,15,4.16,23.47,2,1,0,3,N,0.92,9.96,10.86,4.08,1.97,2,MOL,0,24,2,1,0,321.2093,BASE,C22H27NO,CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1,ZQHYKVKNPWDQSL-UHFFFAOYSA-N
CHEMBL157138,LISURIDE,LISURIDE|LISURIDE MALEATE|LYSURIDE|LYSURIDE MALEATE|REVANIL 200,Small molecule,4,338.46,114,301,2.84,51.37,2,2,0,3,N,0.9,None,6.88,2.17,2.06,2,MOL,0,25,5,2,0,338.2107,NEUTRAL,C20H26N4O,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,BKRGVLQUQGGVSM-KBXCAEBGSA-N
CHEMBL898,DIFLUNISAL,DIFLUNISAL|DOLOBID 500|Dolobid|NSC-756728,Small molecule,4,250.2,183,904,3.04,57.53,2,2,0,2,N,0.86,2.69,None,3.91,0.41,2,MOL,0,18,3,2,0,250.0442,ACID,C13H8F2O3,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,HUPFGZXOMWLGNK-UHFFFAOYSA-N
CHEMBL465026,NEFOPAM,NEFOPAM,Small molecule,4,253.35,16,47,3.24,12.47,2,0,0,1,N,0.77,None,7.92,3.4,2.77,2,MOL,0,19,2,0,0,253.1467,NEUTRAL,C17H19NO,CN1CCOC(c2ccccc2)c2ccccc2C1,RGPDEAGGEXEMMM-UHFFFAOYSA-N
CHEMBL39560,ACEPROMAZINE,ACEPROMAZINE|ACETYLPROMAZINE|ACEZINE 2|ATRAVET|CONCENTRAT VO34,Small molecule,0,326.47,24,56,4.44,23.55,4,0,0,5,N,0.76,None,8.5,3.49,2.36,2,MOL,0,23,3,0,0,326.1453,NEUTRAL,C19H22N2OS,CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,NOSIYYJFMPDDSA-UHFFFAOYSA-N
CHEMBL1194,PRILOCAINE,ASTRA-1512|ASTRA-1515|Citanest|NSC-40027|PRILOCAINE|PROPITOCAINE,Small molecule,4,220.32,117,304,2.32,41.13,2,2,0,5,N,0.8,13.51,8.82,2.68,1.25,1,MOL,0,16,3,2,0,220.1576,BASE,C13H20N2O,CCCNC(C)C(=O)Nc1ccccc1C,MVFGUOIZUNYYSO-UHFFFAOYSA-N
CHEMBL796,METHYLPHENIDATE,COTEMPLA XR-ODT|Concerta|Daytrana|METHYLPHENIDATE|METHYLPHENIDATE EXTENDED RELEASE|Methylin|PRC-063|THREO-DL-METHYLPHENIDATE,Small molecule,4,233.31,33,106,2.09,38.33,3,1,0,3,Y,0.81,None,9.09,2.25,0.57,1,MOL,0,17,3,1,0,233.1416,BASE,C14H19NO2,COC(=O)C(c1ccccc1)C1CCCCN1,DUGOZIWVEXMGBE-UHFFFAOYSA-N
CHEMBL314437,MEPTAZINOL,IL-22811|MEPTAZINOL,Small molecule,4,233.35,10,30,3.16,23.47,2,1,0,2,N,0.85,10.23,9.16,3.07,1.55,1,MOL,0,17,2,1,0,233.178,BASE,C15H23NO,CCC1(c2cccc(O)c2)CCCCN(C)C1,JLICHNCFTLFZJN-UHFFFAOYSA-N
CHEMBL22097,LORMETAZEPAM,Chlorotemazepam|LORAMET|LORMETAZEPAM|Methyllorazepam|WY-4082,Small molecule,4,335.19,8,36,3.13,52.9,3,1,0,1,N,0.87,10.68,None,3.39,3.39,2,MOL,0,22,4,1,0,334.0276,NEUTRAL,C16H12Cl2N2O2,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,FJIKWRGCXUCUIG-UHFFFAOYSA-N
CHEMBL827,DEXMETHYLPHENIDATE,DEXMETHYLPHENIDATE|Dexmethylphenidate|METHYLPHENIDATE D-THREO-FORM,Small molecule,4,233.31,11,25,2.09,38.33,3,1,0,3,Y,0.81,None,9.09,2.25,0.57,1,MOL,0,17,3,1,0,233.1416,BASE,C14H19NO2,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,DUGOZIWVEXMGBE-CHWSQXEVSA-N
CHEMBL396778,SAFINAMIDE,EMD 1195686|EMD-1195686|SAFINAMIDE|XADAGO,Small molecule,4,302.35,16,125,2.37,64.35,3,2,0,7,N,0.83,None,7.93,2.48,1.84,2,MOL,0,22,4,3,0,302.1431,NEUTRAL,C17H19FN2O2,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,NEMGRZFTLSKBAP-LBPRGKRZSA-N
CHEMBL328250,ADINAZOLAM,"ADINAZOLAM|U-41,123|U-41123",Small molecule,0,351.84,7,47,3.33,46.31,5,0,0,3,N,0.73,None,6.3,2.91,2.88,3,MOL,0,25,5,0,0,351.1251,NEUTRAL,C19H18ClN5,CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,GJSLOMWRLALDCT-UHFFFAOYSA-N
CHEMBL2104940,VIMINOL,DIVIMINOL|VIMINOL|Z 424|Z-424,Small molecule,0,362.95,,,5.12,28.4,3,1,1,9,N,0.67,13.82,10.1,5.43,2.79,2,MOL,0,25,3,1,1,362.2125,BASE,C21H31ClN2O,CCC(C)N(CC(O)c1cccn1Cc1ccccc1Cl)C(C)CC,ZILPIBYANAFGMS-UHFFFAOYSA-N
CHEMBL969,PRAZEPAM,Centrax|DEMETRIN|NSC-277179|PRAZEPAM|PRAZEPAM CIV|W 4020|W-4020,Small molecule,4,324.81,10,38,3.93,32.67,2,0,0,3,N,0.84,None,3.06,3.86,3.86,2,MOL,0,23,3,0,0,324.1029,NEUTRAL,C19H17ClN2O,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,MWQCHHACWWAQLJ-UHFFFAOYSA-N
CHEMBL1510,ELETRIPTAN,"ELETRIPTAN|Eletriptan|RELPAX|UK-116,044|UK-116,044-04 FREE BASE|UK-116,044-04 [AS HYDROBROMIDE)|UK-116044|UK-116044-04|UK-116044-04 FREE BASE",Small molecule,4,382.53,19,67,3.82,53.17,3,1,0,6,N,0.71,None,8.37,3.77,2.76,3,MOL,0,27,4,1,0,382.1715,NEUTRAL,C22H26N2O2S,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,PWVXXGRKLHYWKM-LJQANCHMSA-N
CHEMBL1112,ARIPIPRAZOLE,ABILIFY MAINTENA|ABILIFY MAINTENA KIT|ABILIFY MYCITE|ABILIFY MYCITE KIT|ARIPIPRAZOLE|ARIPIPREX|Abilify|NSC-759266|OPC-14597|OPC-31,Small molecule,4,448.39,110,600,4.86,44.81,4,1,0,7,N,0.61,13.51,7.46,4.9,4.57,2,MOL,0,30,5,1,0,447.148,NEUTRAL,C23H27Cl2N3O2,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,CEUORZQYGODEFX-UHFFFAOYSA-N
CHEMBL1512580,XALIPRODEN,SR 57746|SR-57746|XALIPRODEN,Small molecule,3,381.44,4,5,6.19,3.24,1,0,1,4,N,0.52,None,8.96,6.23,4.66,3,MOL,0,28,1,0,1,381.1704,BASE,C24H22F3N,FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1,WJJYZXPHLSLMGE-UHFFFAOYSA-N
CHEMBL1201023,ORPHENADRINE HYDROCHLORIDE,BIORPHEN|DISIPAL|MEPHENAMIN|NSC-82357|ORPHENADRINE (CHLORIDE)|ORPHENADRINE HCL|ORPHENADRINE HYDROCHLORIDE|Orphenadrine (Chloride),Small molecule,4,305.85,22,40,3.66,12.47,2,0,0,6,N,0.79,None,8.87,4.17,2.69,2,MOL,0,20,2,0,0,269.178,BASE,C18H24ClNO,Cc1ccccc1C(OCCN(C)C)c1ccccc1.Cl,UQZKYYIKWZOKKD-UHFFFAOYSA-N
CHEMBL1256,ISOFLURANE,AERRANE|COMPOUND 469|COMPOUND-469|Forane|ISOFLURANE,Small molecule,4,184.49,9,64,2.35,9.23,1,0,0,2,Y,0.47,None,None,2.84,2.84,0,MOL,0,10,1,0,0,183.9714,NEUTRAL,C3H2ClF5O,FC(F)OC(Cl)C(F)(F)F,PIWKPBJCKXDKJR-UHFFFAOYSA-N
CHEMBL1079905,PROPENTOFYLLINE,HWA 285|HWA-285|NSC-752424|PROPENTOFYLLINE|PROPENTOPHYLLINE,Small molecule,0,306.37,26,62,1.07,78.89,7,0,0,7,N,0.72,None,None,1.11,1.11,2,MOL,0,22,7,0,0,306.1692,NEUTRAL,C15H22N4O3,CCCn1cnc2c1c(=O)n(CCCCC(C)=O)c(=O)n2C,RBQOQRRFDPXAGN-UHFFFAOYSA-N
CHEMBL1185,ZOLMITRIPTAN,311-C-90|311C90|CVT-427|NSC-760383|ZOLMITRIPTAN|ZOMIG-ZMT|Zomig,Small molecule,4,287.36,48,151,1.92,57.36,3,2,0,5,N,0.88,13,9.55,2.04,-0.09,2,MOL,0,21,5,2,0,287.1634,BASE,C16H21N3O2,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,ULSDMUVEXKOYBU-ZDUSSCGKSA-N
